SubjectID,AssignmentID,ProblemID,event_count,run_count,compile_count,compile_error_event_count,compile_error_result_count,compile_success_count,score_event_count,max_score,mean_score,first_order,last_order,compile_error_count
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,439,235,4,2,2,0,0,2,2,1.0,0.857143,11223,11226,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,439,236,7,3,3,1,1,2,3,1.0,0.5833333333333334,11235,11241,2
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,17,8,4,4,0,0,4,4,1.0,0.44230787499999996,32610,32617,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,20,17,8,8,1,1,7,8,1.0,0.589285625,32593,32609,2
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,21,34,14,14,6,4,10,14,1.0,0.34285714285714286,32559,32592,10
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,22,28,5,5,18,4,1,5,1.0,0.2,32618,32645,22
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,24,21,9,9,3,2,7,9,1.0,0.1919192222222222,32404,32444,5
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,25,40,15,15,10,7,8,15,1.0,0.40317473333333337,32497,32536,17
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,28,22,8,8,6,6,2,8,1.0,0.2,32537,32558,12
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,100,16,6,6,4,4,2,6,1.0,0.16666666666666666,32418,32440,8
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,101,4,2,2,0,0,2,2,1.0,0.5,32422,32442,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,487,102,52,21,21,10,8,13,21,1.0,0.19047616666666667,32445,32496,18
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,31,14,4,4,6,2,2,4,1.0,0.25,54253,54266,8
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,32,31,11,11,9,6,5,11,1.0,0.19008264545454548,54237,54281,15
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,33,7,3,3,1,1,2,3,1.0,0.39999999999999997,54282,54288,2
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,34,28,11,11,6,3,8,11,1.0,0.48051963636363637,54289,54316,9
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,36,36,15,15,6,5,10,15,1.0,0.3333332,54201,54236,11
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,37,4,2,2,0,0,2,2,1.0,0.8,54119,54122,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,38,34,14,14,6,6,8,14,1.0,0.4619047142857143,54123,54156,12
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,39,24,9,9,6,5,4,9,1.0,0.30409355555555556,54177,54200,11
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,40,21,9,9,3,3,6,9,1.0,0.3076922222222222,54098,54118,6
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,492,128,20,7,7,6,5,2,7,1.0,0.22222228571428573,54157,54176,11
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,41,2,1,1,0,0,1,1,1.0,1.0,68390,68391,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,43,2,1,1,0,0,1,1,1.0,1.0,68392,68393,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,44,9,3,3,3,2,1,3,1.0,0.3333333333333333,68394,68402,5
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,46,20,9,9,2,2,7,9,1.0,0.3333333333333333,68403,68422,4
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,49,27,10,10,7,5,5,10,1.0,0.2529413,68423,68449,12
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,67,26,10,10,6,4,6,10,1.0,0.24,68461,68486,10
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,104,84,18,18,48,12,6,18,1.0,0.11851855555555556,68487,68590,60
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,106,8,3,3,2,2,1,3,1.0,0.3333333333333333,68569,68576,4
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,107,2,1,1,0,0,1,1,1.0,1.0,68577,68578,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,494,108,21,6,6,9,5,1,6,1.0,0.16666666666666666,68450,68588,14
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,45,19,7,7,5,5,2,7,1.0,0.16190471428571426,98539,98557,10
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,48,32,10,10,12,9,1,10,1.0,0.1,98558,98589,21
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,51,17,5,5,7,4,1,5,1.0,0.2,98590,98606,11
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,56,10,4,4,2,2,2,4,1.0,0.26190475,98607,98689,4
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,57,17,6,6,5,5,1,6,1.0,0.16666666666666666,98612,98691,10
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,64,8,3,3,2,2,1,3,1.0,0.3333333333333333,98692,98699,4
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,70,39,13,13,13,9,4,13,1.0,0.15018315384615383,98627,98720,22
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,71,2,1,1,0,0,1,1,1.0,1.0,98721,98722,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,112,2,1,1,0,0,1,1,1.0,1.0,98723,98724,0
16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,502,118,40,16,16,8,7,9,16,1.0,0.2386362625,98645,98684,15
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,1,2,1,1,0,0,1,1,1.0,1.0,165208,165209,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,3,7,3,3,1,1,2,3,0.6875,0.4583333333333333,165210,165216,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,5,8,4,4,0,0,4,4,1.0,0.875,165198,165205,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,12,2,1,1,0,0,1,1,1.0,1.0,165217,165218,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,13,30,12,12,6,6,6,12,0.913043,0.3659419166666667,165152,165181,12
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,232,2,1,1,0,0,1,1,1.0,1.0,165182,165183,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,233,2,1,1,0,0,1,1,1.0,1.0,165206,165207,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,234,9,4,4,1,1,3,4,1.0,0.5576925,165189,165220,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,235,5,2,2,1,1,1,2,0.714286,0.357143,165184,165188,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,439,236,2,1,1,0,0,1,1,1.0,1.0,165196,165197,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,17,2,1,1,0,0,1,1,1.0,1.0,220933,220934,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,20,8,4,4,0,0,4,4,1.0,0.89285725,220925,220932,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,21,11,3,3,5,2,1,3,1.0,0.3333333333333333,220914,220924,7
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,22,5,2,2,1,1,1,2,1.0,0.5,220935,220939,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,24,9,4,4,1,1,3,4,0.8636360000000001,0.61363625,220875,220883,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,25,9,4,4,1,1,3,4,1.0,0.66666675,220897,220905,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,28,8,4,4,0,0,4,4,1.0,0.8500000000000001,220906,220913,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,100,8,3,3,2,2,1,3,1.0,0.3333333333333333,220884,220891,4
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,101,2,1,1,0,0,1,1,0.2,0.2,220940,220941,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,487,102,5,2,2,1,1,1,2,1.0,0.5,220892,220896,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,31,2,1,1,0,0,1,1,1.0,1.0,312222,312223,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,32,2,1,1,0,0,1,1,0.818182,0.818182,312220,312221,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,33,2,1,1,0,0,1,1,1.0,1.0,312224,312225,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,34,4,2,2,0,0,2,2,1.0,0.75,312226,312229,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,36,5,2,2,1,1,1,2,0.8235290000000001,0.41176450000000003,312215,312219,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,37,8,3,3,2,2,1,3,0.866667,0.288889,312195,312202,4
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,38,7,3,3,1,1,2,3,0.933333,0.511111,312203,312209,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,39,5,2,2,1,1,1,2,0.789474,0.394737,312210,312214,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,40,4,2,2,0,0,2,2,1.0,0.9615385000000001,312191,312194,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,492,128,11,4,4,3,3,1,4,0.5,0.125,312230,312240,6
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,41,5,2,2,1,1,1,2,1.0,0.5,383426,383430,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,43,2,1,1,0,0,1,1,0.875,0.875,383431,383432,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,44,2,1,1,0,0,1,1,1.0,1.0,383433,383434,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,46,2,1,1,0,0,1,1,1.0,1.0,383435,383436,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,49,5,2,2,1,1,1,2,1.0,0.5,383437,383441,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,67,10,3,3,4,2,1,3,0.7,0.2333333333333333,383442,383451,6
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,104,2,1,1,0,0,1,1,0.533333,0.533333,383452,383453,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,106,10,4,4,2,2,2,4,1.0,0.359375,383454,383463,4
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,107,4,2,2,0,0,2,2,1.0,0.54545455,383464,383467,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,494,108,4,2,2,0,0,2,2,1.0,0.5526314999999999,383468,383471,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,45,5,2,2,1,1,1,2,1.0,0.5,467080,467084,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,48,8,3,3,2,2,1,3,1.0,0.3333333333333333,467085,467092,4
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,51,2,1,1,0,0,1,1,1.0,1.0,467093,467094,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,56,5,2,2,1,1,1,2,1.0,0.5,467095,467099,2
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,57,2,1,1,0,0,1,1,1.0,1.0,467100,467101,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,64,2,1,1,0,0,1,1,1.0,1.0,467102,467103,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,70,4,2,2,0,0,2,2,1.0,0.738095,467104,467107,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,71,2,1,1,0,0,1,1,1.0,1.0,467108,467109,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,112,2,1,1,0,0,1,1,1.0,1.0,467110,467111,0
16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,502,118,5,2,2,1,1,1,2,1.0,0.5,467112,467116,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,1,10,4,4,2,2,2,4,1.0,0.5,153352,153361,4
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,3,15,4,4,7,2,2,4,1.0,0.453125,153362,153376,9
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,5,2,1,1,0,0,1,1,1.0,1.0,153315,153316,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,12,6,3,3,0,0,3,3,1.0,1.0,153377,153382,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,13,45,14,14,17,9,5,14,1.0,0.23913042857142858,153045,153089,26
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,232,225,46,46,133,38,8,46,1.0,0.09316771739130435,153090,153314,171
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,233,35,12,12,11,4,8,12,1.0,0.5039684166666666,153317,153351,15
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,234,2,1,1,0,0,1,1,1.0,1.0,153385,153386,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,235,2,1,1,0,0,1,1,1.0,1.0,153383,153384,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,439,236,8,3,3,2,2,1,3,1.0,0.3333333333333333,153387,153394,4
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,17,2,1,1,0,0,1,1,0.0,0.0,208468,208469,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,20,2,1,1,0,0,1,1,0.0,0.0,208466,208467,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,21,2,1,1,0,0,1,1,0.0,0.0,208464,208465,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,22,2,1,1,0,0,1,1,0.0,0.0,208470,208471,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,24,19,9,9,1,1,8,9,1.0,0.5858586666666666,208237,208255,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,25,79,22,22,35,16,6,22,0.904762,0.1450216818181818,208381,208459,51
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,28,8,4,4,0,0,4,4,0.0,0.0,208460,208475,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,100,33,11,11,11,7,4,11,1.0,0.1363636,208256,208288,18
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,101,15,7,7,1,1,6,7,1.0,0.6457142857142857,208289,208303,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,487,102,77,31,31,15,12,19,31,1.0,0.2779155483870968,208304,208380,27
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,31,10,4,4,2,2,2,4,1.0,0.38636375,303292,303301,4
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,32,35,13,13,9,9,4,13,0.545455,0.041958076923076924,303315,303349,18
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,33,13,6,6,1,1,5,6,1.0,0.24444451666666667,303302,303314,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,34,38,13,13,12,8,5,13,1.0,0.2032966923076923,303194,303231,20
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,36,60,18,18,24,14,4,18,0.529412,0.10784316666666666,303232,303291,38
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,37,18,5,5,8,4,1,5,1.0,0.2,302953,302970,12
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,38,26,11,11,4,4,7,11,0.933333,0.5212119090909091,302971,302996,8
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,39,15,6,6,3,3,3,6,1.0,0.46491233333333337,303145,303159,6
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,40,49,16,16,17,12,4,16,1.0,0.1826923125,302938,303193,29
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,492,128,148,48,48,52,25,23,48,0.8888889999999999,0.18518516666666665,302997,303144,77
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,41,17,7,7,3,3,4,7,1.0,0.21428585714285717,375258,375274,6
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,43,36,14,14,8,8,6,14,1.0,0.26785714285714285,375275,375310,16
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,44,4,2,2,0,0,2,2,1.0,0.65,375311,375314,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,46,26,10,10,6,5,5,10,1.0,0.2888889,375315,375340,11
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,49,4,2,2,0,0,2,2,1.0,0.7941175,375341,375344,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,67,9,4,4,1,1,3,4,1.0,0.55,375358,375366,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,104,7,3,3,1,1,2,3,1.0,0.5333333333333333,375367,375373,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,106,39,14,14,11,7,7,14,1.0,0.32142857142857145,375374,375412,18
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,107,16,7,7,2,2,5,7,0.545455,0.20779215714285715,375413,375428,4
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,494,108,13,5,5,3,3,2,5,0.8947370000000001,0.35789480000000007,375345,375357,6
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,45,14,5,5,4,4,1,5,1.0,0.2,453518,453531,8
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,48,52,22,22,8,6,16,22,1.0,0.33057854545454546,453532,453745,14
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,51,5,2,2,1,1,1,2,1.0,0.5,453576,453580,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,56,4,2,2,0,0,2,2,1.0,0.5,453581,453584,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,57,2,1,1,0,0,1,1,1.0,1.0,453585,453586,0
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,64,36,10,10,16,7,3,10,1.0,0.11176470000000001,453587,453622,23
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,70,45,16,16,13,9,7,16,1.0,0.3244048125,453623,453667,22
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,71,15,7,7,1,1,6,7,1.0,0.4375,453723,453737,2
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,112,47,18,18,11,6,12,18,1.0,0.19841255555555548,453676,453722,17
17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,502,118,8,4,4,0,0,4,4,1.0,0.47727275,453668,453675,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,1,2,1,1,0,0,1,1,1.0,1.0,151254,151255,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,3,23,5,5,13,4,1,5,1.0,0.2,151256,151278,17
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,5,2,1,1,0,0,1,1,1.0,1.0,151250,151251,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,12,7,3,3,1,1,2,3,1.0,0.5166666666666667,151279,151285,2
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,13,7,3,3,1,1,2,3,1.0,0.5942029999999999,151211,151217,2
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,232,5,2,2,1,1,1,2,1.0,0.5,151218,151222,2
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,233,2,1,1,0,0,1,1,1.0,1.0,151252,151253,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,234,12,4,4,4,2,2,4,1.0,0.48076925000000004,151225,151236,6
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,235,2,1,1,0,0,1,1,1.0,1.0,151223,151224,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,439,236,13,4,4,5,3,1,4,1.0,0.25,151237,151249,8
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,17,5,2,2,1,1,1,2,1.0,0.5,227204,227208,2
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,20,19,7,7,5,3,4,7,1.0,0.5102041428571429,227185,227203,8
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,21,2,1,1,0,0,1,1,1.0,1.0,227183,227184,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,22,15,7,7,1,1,6,7,1.0,0.39999999999999997,227209,227223,2
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,24,23,8,8,7,7,1,8,1.0,0.125,227026,227048,14
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,25,29,9,9,11,7,2,9,1.0,0.19576722222222223,227154,227182,18
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,28,30,10,10,10,9,1,10,1.0,0.1,227226,227255,19
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,100,12,4,4,4,3,1,4,1.0,0.25,227049,227060,7
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,101,31,13,13,5,5,8,13,1.0,0.3692307692307692,227061,227091,10
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,487,102,168,65,65,38,20,45,65,1.0,0.2674555092307693,227092,227359,58
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,31,22,8,8,6,6,2,8,1.0,0.159090875,313948,313969,12
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,32,12,5,5,2,2,3,5,1.0,0.3818182,313936,313947,4
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,33,54,24,24,6,6,18,24,1.0,0.2583333083333333,313970,314023,12
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,34,25,10,10,5,4,6,10,1.0,0.4571428,314024,314048,9
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,36,11,5,5,1,1,4,5,1.0,0.4588236,313925,313935,2
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,37,21,7,7,7,3,4,7,1.0,0.33333328571428567,313846,313866,10
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,38,31,9,9,13,6,3,9,1.0,0.30370366666666665,313867,313897,19
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,39,4,2,2,0,0,2,2,1.0,0.9473685000000001,313921,313924,0
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,492,40,8,3,3,2,1,2,3,1.0,0.43589733333333336,313838,313845,3
